Assembly Accession	Assembly Name	Annotation Release Date	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Species
GCF_019343065.1	ASM1934306v1	2025-08-31	Streptococcus pyogenes		ABC25					GCF_019343065.1-RS_2025_08_31	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019342985.1	ASM1934298v1	2025-08-31	Streptococcus pyogenes		ABC157					GCF_019342985.1-RS_2025_08_31	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019343085.1	ASM1934308v1	2025-08-31	Streptococcus pyogenes		ABC3					GCF_019343085.1-RS_2025_08_31	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019343005.1	ASM1934300v1	2025-08-31	Streptococcus pyogenes		ABC155					GCF_019343005.1-RS_2025_08_31	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019343045.1	ASM1934304v1	2025-08-31	Streptococcus pyogenes		ABC76					GCF_019343045.1-RS_2025_08_31	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019342865.1	ASM1934286v1	2025-08-31	Streptococcus pyogenes		TSPY637					GCF_019342865.1-RS_2025_08_31	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019342905.1	ASM1934290v1	2025-08-30	Streptococcus pyogenes		ABC245					GCF_019342905.1-RS_2025_08_30	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019342945.1	ASM1934294v1	2025-08-30	Streptococcus pyogenes		ABC208					GCF_019342945.1-RS_2025_08_30	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019342885.1	ASM1934288v1	2025-08-30	Streptococcus pyogenes		TSPY515					GCF_019342885.1-RS_2025_08_30	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019343025.1	ASM1934302v1	2025-08-30	Streptococcus pyogenes		ABC122					GCF_019343025.1-RS_2025_08_30	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019342845.1	ASM1934284v1	2025-08-30	Streptococcus pyogenes		TSPY806					GCF_019342845.1-RS_2025_08_30	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019342965.1	ASM1934296v1	2025-08-30	Streptococcus pyogenes		ABC199					GCF_019342965.1-RS_2025_08_30	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_000167435.2	ASM16743v2	2025-08-26	Streptococcus pyogenes		M49 591					GCF_000167435.2-RS_2025_08_26	Complete Genome	2021-07-23		1	Streptococcus pyogenes
GCF_014218015.1	ASM1421801v1	2025-08-18	Streptococcus pyogenes		37-97S					GCF_014218015.1-RS_2025_08_18	Complete Genome	2020-08-17		1	Streptococcus pyogenes
GCF_000230295.1	ASM23029v1	2025-08-18	Streptococcus pyogenes Alab49		Alab49					GCF_000230295.1-RS_2025_08_18	Complete Genome	2011-10-07		1	Streptococcus pyogenes
GCF_051628085.1	ASM5162808v1	2025-07-31	Streptococcus pyogenes		M5					GCF_051628085.1-RS_2025_07_31	Complete Genome	2025-08-01		1	Streptococcus pyogenes
GCF_051530335.1	ASM5153033v1	2025-07-25	Streptococcus pyogenes		MGAS37806					GCF_051530335.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530245.1	ASM5153024v1	2025-07-25	Streptococcus pyogenes		MGAS37816					GCF_051530245.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530365.1	ASM5153036v1	2025-07-25	Streptococcus pyogenes		MGAS37803					GCF_051530365.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530275.1	ASM5153027v1	2025-07-25	Streptococcus pyogenes		MGAS37813					GCF_051530275.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530295.1	ASM5153029v1	2025-07-25	Streptococcus pyogenes		MGAS37810					GCF_051530295.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530375.1	ASM5153037v1	2025-07-25	Streptococcus pyogenes		MGAS37802					GCF_051530375.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530315.1	ASM5153031v1	2025-07-25	Streptococcus pyogenes		MGAS37808					GCF_051530315.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530285.1	ASM5153028v1	2025-07-25	Streptococcus pyogenes		MGAS37812					GCF_051530285.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530305.1	ASM5153030v1	2025-07-25	Streptococcus pyogenes		MGAS37809					GCF_051530305.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530355.1	ASM5153035v1	2025-07-25	Streptococcus pyogenes		MGAS37804					GCF_051530355.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530345.1	ASM5153034v1	2025-07-25	Streptococcus pyogenes		MGAS37805					GCF_051530345.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530255.1	ASM5153025v1	2025-07-25	Streptococcus pyogenes		MGAS37815					GCF_051530255.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530325.1	ASM5153032v1	2025-07-25	Streptococcus pyogenes		MGAS37807					GCF_051530325.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530385.1	ASM5153038v1	2025-07-25	Streptococcus pyogenes		MGAS37800					GCF_051530385.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530265.1	ASM5153026v1	2025-07-25	Streptococcus pyogenes		MGAS37814					GCF_051530265.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_005161605.1	ASM516160v1	2025-07-24	Streptococcus pyogenes		emm22.8					GCF_005161605.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005160925.1	ASM516092v1	2025-07-24	Streptococcus pyogenes		emm55					GCF_005160925.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005161985.1	ASM516198v1	2025-07-24	Streptococcus pyogenes		emm58					GCF_005161985.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005163865.1	ASM516386v1	2025-07-24	Streptococcus pyogenes		emm75.1					GCF_005163865.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005164705.1	ASM516470v1	2025-07-24	Streptococcus pyogenes		emm25					GCF_005164705.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005162245.1	ASM516224v1	2025-07-24	Streptococcus pyogenes		emm97.1					GCF_005162245.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005163565.1	ASM516356v1	2025-07-24	Streptococcus pyogenes		emm11					GCF_005163565.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005161465.1	ASM516146v1	2025-07-24	Streptococcus pyogenes		emm78.3					GCF_005161465.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005164305.1	ASM516430v1	2025-07-24	Streptococcus pyogenes		emm77					GCF_005164305.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005165385.1	ASM516538v1	2025-07-24	Streptococcus pyogenes		emm197					GCF_005165385.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005163085.1	ASM516308v1	2025-07-24	Streptococcus pyogenes		emm123					GCF_005163085.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005164885.1	ASM516488v1	2025-07-24	Streptococcus pyogenes		emm90.5					GCF_005164885.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_004028355.1	ASM402835v1	2025-07-23	Streptococcus pyogenes		CCUG 4207					GCF_004028355.1-RS_2025_07_23	Complete Genome	2019-01-17		1	Streptococcus pyogenes
GCF_013306985.1	ASM1330698v1	2025-07-23	Streptococcus pyogenes		4063-05					GCF_013306985.1-RS_2025_07_23	Complete Genome	2020-06-09		1	Streptococcus pyogenes
GCF_002557755.1	ASM255775v1	2025-07-16	Streptococcus pyogenes		HarveyGAS					GCF_002557755.1-RS_2025_07_16	Complete Genome	2017-10-16		1	Streptococcus pyogenes
GCF_003812645.1	ASM381264v1	2025-07-16	Streptococcus pyogenes		FDAARGOS_534					GCF_003812645.1-RS_2025_07_16	Complete Genome	2018-11-21		1	Streptococcus pyogenes
GCF_000993765.1	ASM99376v1	2025-07-15	Streptococcus pyogenes		AP1					GCF_000993765.1-RS_2025_07_15	Complete Genome	2015-05-07		1	Streptococcus pyogenes
GCF_001021955.1	ASM102195v1	2025-07-15	Streptococcus pyogenes		5448					GCF_001021955.1-RS_2025_07_15	Complete Genome	2015-06-08		1	Streptococcus pyogenes
GCF_052271875.1	ASM5227187v1	2025-08-28	Vibrio cholerae		classical 0395					GCF_052271875.1-RS_2025_08_28	Complete Genome	2025-08-30		2	Vibrio cholerae
GCF_051903285.1	ASM5190328v1	2025-08-08	Vibrio cholerae		classical A103					GCF_051903285.1-RS_2025_08_08	Complete Genome	2025-08-09		2	Vibrio cholerae
GCF_051903295.1	ASM5190329v1	2025-08-08	Vibrio cholerae		classical 569B					GCF_051903295.1-RS_2025_08_08	Complete Genome	2025-08-09		2	Vibrio cholerae
GCF_003591575.1	ASM359157v1	2025-07-19	Vibrio cholerae		FORC_073					GCF_003591575.1-RS_2025_07_19	Complete Genome	2018-09-24		2	Vibrio cholerae
GCF_013085145.1	ASM1308514v1	2025-07-06	Vibrio cholerae O1 biovar El Tor		DRC-193A					GCF_013085145.1-RS_2025_07_06	Complete Genome	2020-05-13		2	Vibrio cholerae
GCF_013085105.1	ASM1308510v1	2025-07-06	Vibrio cholerae O1 biovar El Tor		C6709					GCF_013085105.1-RS_2025_07_06	Complete Genome	2020-05-13		2	Vibrio cholerae
GCF_013085075.1	ASM1308507v1	2025-07-06	Vibrio cholerae C6706		C6706					GCF_013085075.1-RS_2025_07_06	Complete Genome	2020-05-13		2	Vibrio cholerae
GCF_013085165.1	ASM1308516v1	2025-07-06	Vibrio cholerae O1 biovar El Tor		E7946					GCF_013085165.1-RS_2025_07_06	Complete Genome	2020-05-13		2	Vibrio cholerae
GCF_009938115.1	ASM993811v1	2025-06-30	Vibrio cholerae O1		AAS91					GCF_009938115.1-RS_2025_06_30	Complete Genome	2020-01-28		2	Vibrio cholerae
GCF_040412195.1	ASM4041219v1	2025-06-29	Vibrio cholerae		Sudan_2019_18					GCF_040412195.1-RS_2025_06_29	Complete Genome	2024-06-30		2	Vibrio cholerae
GCF_047524955.2	ASM4752495v2	2025-06-28	Vibrio cholerae		MLK181					GCF_047524955.2-RS_2025_06_28	Complete Genome	2025-06-29		3	Vibrio cholerae
GCF_051046905.1	ASM5104690v1	2025-06-25	Vibrio cholerae		19MO03SH03-1					GCF_051046905.1-RS_2025_06_25	Complete Genome	2025-06-26		2	Vibrio cholerae
GCF_009763045.1	ASM976304v1	2025-05-26	Vibrio cholerae		3541-04					GCF_009763045.1-RS_2025_05_26	Complete Genome	2019-12-18		2	Vibrio cholerae
GCF_030062725.1	ASM3006272v1	2025-05-22	Vibrio cholerae		MS84A					GCF_030062725.1-RS_2025_05_22	Complete Genome	2023-05-22		2	Vibrio cholerae
GCF_018336415.1	ASM1833641v1	2025-05-22	Vibrio cholerae O37		ATCC 25872					GCF_018336415.1-RS_2025_05_22	Complete Genome	2021-05-11		2	Vibrio cholerae
GCF_050500225.1	ASM5050022v1	2025-05-21	Vibrio cholerae		GD25VC001					GCF_050500225.1-RS_2025_05_21	Complete Genome	2025-05-22		2	Vibrio cholerae
GCF_023169825.1	ASM2316982v1	2025-05-14	Vibrio cholerae		V130003					GCF_023169825.1-RS_2025_05_14	Complete Genome	2022-04-02		2	Vibrio cholerae
GCF_017948345.1	ASM1794834v1	2025-05-14	Vibrio cholerae MO10		MO10					GCF_017948345.1-RS_2025_05_14	Complete Genome	2021-04-14		2	Vibrio cholerae
GCF_039602145.1	ASM3960214v1	2025-05-10	Vibrio cholerae		LK-18					GCF_039602145.1-RS_2025_05_10	Complete Genome	2024-05-11		2	Vibrio cholerae
GCF_013357605.1	ASM1335760v1	2025-04-27	Vibrio cholerae		W10G					GCF_013357605.1-RS_2025_04_27	Complete Genome	2020-06-17		2	Vibrio cholerae
GCF_013357885.1	ASM1335788v1	2025-04-27	Vibrio cholerae		SA3G					GCF_013357885.1-RS_2025_04_27	Complete Genome	2020-06-17		2	Vibrio cholerae
GCF_013357865.1	ASM1335786v1	2025-04-27	Vibrio cholerae		SA10G					GCF_013357865.1-RS_2025_04_27	Complete Genome	2020-06-17		2	Vibrio cholerae
GCF_013357845.1	ASM1335784v1	2025-04-27	Vibrio cholerae		SA7G					GCF_013357845.1-RS_2025_04_27	Complete Genome	2020-06-17		4	Vibrio cholerae
GCF_013357825.1	ASM1335782v1	2025-04-27	Vibrio cholerae		E7G					GCF_013357825.1-RS_2025_04_27	Complete Genome	2020-06-17		3	Vibrio cholerae
GCF_013357805.1	ASM1335780v1	2025-04-27	Vibrio cholerae		W7G					GCF_013357805.1-RS_2025_04_27	Complete Genome	2020-06-17		3	Vibrio cholerae
GCF_013357785.1	ASM1335778v1	2025-04-27	Vibrio cholerae		W6G					GCF_013357785.1-RS_2025_04_27	Complete Genome	2020-06-17		3	Vibrio cholerae
GCF_003063885.1	ASM306388v1	2025-04-27	Vibrio cholerae		Sa5Y					GCF_003063885.1-RS_2025_04_27	Complete Genome	2018-04-23		2	Vibrio cholerae
GCF_013357625.1	ASM1335762v1	2025-04-27	Vibrio cholerae		SL4G					GCF_013357625.1-RS_2025_04_27	Complete Genome	2020-06-17		2	Vibrio cholerae
GCF_013357745.1	ASM1335774v1	2025-04-27	Vibrio cholerae		SP6G					GCF_013357745.1-RS_2025_04_27	Complete Genome	2020-06-17		2	Vibrio cholerae
GCF_013357645.1	ASM1335764v1	2025-04-27	Vibrio cholerae		SL5Y					GCF_013357645.1-RS_2025_04_27	Complete Genome	2020-06-17		2	Vibrio cholerae
GCF_013357665.1	ASM1335766v1	2025-04-27	Vibrio cholerae		SO5Y					GCF_013357665.1-RS_2025_04_27	Complete Genome	2020-06-17		2	Vibrio cholerae
GCF_013357725.1	ASM1335772v1	2025-04-27	Vibrio cholerae		SL6Y					GCF_013357725.1-RS_2025_04_27	Complete Genome	2020-06-17		2	Vibrio cholerae
GCF_013357765.1	ASM1335776v1	2025-04-27	Vibrio cholerae		SP7G					GCF_013357765.1-RS_2025_04_27	Complete Genome	2020-06-17		2	Vibrio cholerae
GCF_013357685.1	ASM1335768v1	2025-04-27	Vibrio cholerae		L6G					GCF_013357685.1-RS_2025_04_27	Complete Genome	2020-06-17		2	Vibrio cholerae
GCF_009763825.1	ASM976382v1	2025-04-18	Vibrio cholerae		F9993					GCF_009763825.1-RS_2025_04_18	Complete Genome	2019-12-18		2	Vibrio cholerae
GCF_003719755.1	ASM371975v1	2025-04-18	Vibrio cholerae		E4					GCF_003719755.1-RS_2025_04_18	Complete Genome	2018-11-11		3	Vibrio cholerae
GCF_009762915.1	ASM976291v1	2025-04-18	Vibrio cholerae		2015V-1126					GCF_009762915.1-RS_2025_04_18	Complete Genome	2019-12-18		2	Vibrio cholerae
GCF_000963555.1	ASM96355v1	2025-04-18	Vibrio cholerae O1 biovar El Tor		FJ147					GCF_000963555.1-RS_2025_04_18	Complete Genome	2015-03-26		2	Vibrio cholerae
GCF_004328575.1	ASM432857v1	2025-04-11	Vibrio cholerae		20000					GCF_004328575.1-RS_2025_04_11	Complete Genome	2019-03-06		2	Vibrio cholerae
GCF_000021625.1	ASM2162v1	2025-04-09	Vibrio cholerae O395		O395					GCF_000021625.1-RS_2025_04_09	Complete Genome	2009-04-20		2	Vibrio cholerae
GCF_009763665.1	ASM976366v1	2025-04-08	Vibrio cholerae		2011EL-1271					GCF_009763665.1-RS_2025_04_08	Complete Genome	2019-12-18		2	Vibrio cholerae
GCF_037101305.1	ASM3710130v1	2025-04-08	Vibrio cholerae		VN152					GCF_037101305.1-RS_2025_04_08	Complete Genome	2024-04-09		3	Vibrio cholerae
GCF_030718765.1	ASM3071876v1	2025-04-07	Vibrio cholerae		DRC072					GCF_030718765.1-RS_2025_04_07	Complete Genome	2023-08-14		2	Vibrio cholerae
GCF_009762985.1	ASM976298v1	2025-04-07	Vibrio cholerae		3569-08					GCF_009762985.1-RS_2025_04_07	Complete Genome	2019-12-18		2	Vibrio cholerae
GCF_000250855.1	ASM25085v1	2025-04-07	Vibrio cholerae IEC224		IEC224					GCF_000250855.1-RS_2025_04_07	Complete Genome	2012-02-29		2	Vibrio cholerae
GCF_003097695.1	ASM309769v1	2025-04-06	Vibrio cholerae		A1552					GCF_003097695.1-RS_2025_04_06	Complete Genome	2018-05-08		2	Vibrio cholerae
GCF_009762895.1	ASM976289v1	2025-04-05	Vibrio cholerae		3528-08					GCF_009762895.1-RS_2025_04_05	Complete Genome	2019-12-18		2	Vibrio cholerae
GCF_009763065.1	ASM976306v1	2025-04-05	Vibrio cholerae		2015V-1118					GCF_009763065.1-RS_2025_04_05	Complete Genome	2019-12-18		2	Vibrio cholerae
GCF_000021605.1	ASM2160v1	2025-04-05	Vibrio cholerae M66-2		M66-2					GCF_000021605.1-RS_2025_04_05	Complete Genome	2009-04-20		2	Vibrio cholerae
GCF_002997215.1	ASM299721v1	2025-04-04	Vibrio cholerae		A1552					GCF_002997215.1-RS_2025_04_04	Complete Genome	2018-03-14		2	Vibrio cholerae
