Assembly Accession	Assembly Name	Annotation Release Date	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Species
GCF_018336875.1	ASM1833687v1	2025-05-22	Streptococcus pneumoniae		D39_P0					GCF_018336875.1-RS_2025_05_22	Complete Genome	2021-05-11		1	Streptococcus pneumoniae
GCF_002813535.1	ASM281353v1	2025-05-17	Streptococcus pneumoniae		BHN97x					GCF_002813535.1-RS_2025_05_17	Complete Genome	2017-12-07		1	Streptococcus pneumoniae
GCF_030028375.1	ASM3002837v1	2025-05-17	Streptococcus pneumoniae		105_Kz					GCF_030028375.1-RS_2025_05_17	Complete Genome	2023-05-17		1	Streptococcus pneumoniae
GCF_027943805.1	ASM2794380v1	2025-05-11	Streptococcus pneumoniae		PZ900701057					GCF_027943805.1-RS_2025_05_11	Complete Genome	2023-01-12		1	Streptococcus pneumoniae
GCF_027943845.1	ASM2794384v1	2025-05-11	Streptococcus pneumoniae		PZ900700204					GCF_027943845.1-RS_2025_05_11	Complete Genome	2023-01-12		1	Streptococcus pneumoniae
GCF_027943785.1	ASM2794378v1	2025-05-11	Streptococcus pneumoniae		PZ900700792					GCF_027943785.1-RS_2025_05_11	Complete Genome	2023-01-12		1	Streptococcus pneumoniae
GCF_027943825.1	ASM2794382v1	2025-05-11	Streptococcus pneumoniae		Utah_35B-24					GCF_027943825.1-RS_2025_05_11	Complete Genome	2023-01-12		1	Streptococcus pneumoniae
GCF_027943765.1	ASM2794376v1	2025-05-11	Streptococcus pneumoniae		PZ900700617					GCF_027943765.1-RS_2025_05_11	Complete Genome	2023-01-12		1	Streptococcus pneumoniae
GCF_013047165.1	ASM1304716v1	2025-04-24	Streptococcus pneumoniae		6A-10					GCF_013047165.1-RS_2025_04_24	Complete Genome	2020-05-12		1	Streptococcus pneumoniae
GCF_022558605.1	ASM2255860v1	2025-04-24	Streptococcus pneumoniae		PZ900700608					GCF_022558605.1-RS_2025_04_24	Complete Genome	2022-03-14		1	Streptococcus pneumoniae
GCF_038431785.1	ASM3843178v1	2025-04-24	Streptococcus pneumoniae		2006C08-243					GCF_038431785.1-RS_2025_04_24	Complete Genome	2024-04-25		1	Streptococcus pneumoniae
GCF_000019265.1	ASM1926v1	2025-04-24	Streptococcus pneumoniae Hungary19A-6		Hungary19A-6					GCF_000019265.1-RS_2025_04_24	Complete Genome	2008-02-27		1	Streptococcus pneumoniae
GCF_000211015.1	ASM21101v1	2025-04-24	Streptococcus pneumoniae SPN034183		SNP034183					GCF_000211015.1-RS_2025_04_24	Complete Genome	2010-07-29		1	Streptococcus pneumoniae
GCF_038431755.1	ASM3843175v1	2025-04-23	Streptococcus pneumoniae		2008C09-280					GCF_038431755.1-RS_2025_04_23	Complete Genome	2024-04-24		1	Streptococcus pneumoniae
GCF_038431715.1	ASM3843171v1	2025-04-23	Streptococcus pneumoniae		2014S11-203					GCF_038431715.1-RS_2025_04_23	Complete Genome	2024-04-24		1	Streptococcus pneumoniae
GCF_038431325.1	ASM3843132v1	2025-04-23	Streptococcus pneumoniae		2018N21-288					GCF_038431325.1-RS_2025_04_23	Complete Genome	2024-04-24		1	Streptococcus pneumoniae
GCF_038431725.1	ASM3843172v1	2025-04-23	Streptococcus pneumoniae		2014C08-275					GCF_038431725.1-RS_2025_04_23	Complete Genome	2024-04-24		1	Streptococcus pneumoniae
GCF_000006885.1	ASM688v1	2025-04-23	Streptococcus pneumoniae TIGR4		TIGR4; ATCC BAA-334					GCF_000006885.1-RS_2025_04_23	Complete Genome	2008-07-11		1	Streptococcus pneumoniae
GCF_041937155.1	20234287	2025-04-20	Streptococcus pneumoniae		20234287					GCF_041937155.1-RS_2025_04_20	Complete Genome	2024-09-17		1	Streptococcus pneumoniae
GCF_041937145.1	20155336	2025-04-20	Streptococcus pneumoniae		20155336					GCF_041937145.1-RS_2025_04_20	Complete Genome	2024-09-17		1	Streptococcus pneumoniae
GCF_041937135.1	20234295	2025-04-20	Streptococcus pneumoniae		20234295					GCF_041937135.1-RS_2025_04_20	Complete Genome	2024-09-17		1	Streptococcus pneumoniae
GCF_036322955.1	ASM3632295v1	2025-04-17	Streptococcus pneumoniae		Pne2					GCF_036322955.1-RS_2025_04_17	Complete Genome	2023-08-15		1	Streptococcus pneumoniae
GCF_015839035.1	ASM1583903v1	2025-04-16	Streptococcus pneumoniae		475					GCF_015839035.1-RS_2025_04_16	Complete Genome	2020-12-08		1	Streptococcus pneumoniae
GCF_003351705.1	ASM335170v1	2025-04-16	Streptococcus pneumoniae		M26365					GCF_003351705.1-RS_2025_04_16	Complete Genome	2018-08-01		1	Streptococcus pneumoniae
GCF_002843545.1	ASM284354v1	2025-04-15	Streptococcus pneumoniae		Xen35					GCF_002843545.1-RS_2025_04_15	Complete Genome	2017-12-17		1	Streptococcus pneumoniae
GCF_036323055.1	ASM3632305v1	2025-04-10	Streptococcus pneumoniae		Sep3					GCF_036323055.1-RS_2025_04_10	Complete Genome	2023-08-15		1	Streptococcus pneumoniae
GCF_022318545.1	ASM2231854v1	2025-04-10	Streptococcus pneumoniae		CH2439					GCF_022318545.1-RS_2025_04_10	Complete Genome	2022-02-17		1	Streptococcus pneumoniae
GCF_022318385.1	ASM2231838v1	2025-04-10	Streptococcus pneumoniae		BR1268					GCF_022318385.1-RS_2025_04_10	Complete Genome	2022-02-17		1	Streptococcus pneumoniae
GCF_020177465.2	SP_HAC_39	2025-04-09	Streptococcus pneumoniae		HAC 39-1996					GCF_020177465.2-RS_2025_04_09	Complete Genome	2024-04-05		1	Streptococcus pneumoniae
GCF_003351525.1	ASM335152v1	2025-04-09	Streptococcus pneumoniae		M23734					GCF_003351525.1-RS_2025_04_09	Complete Genome	2018-08-01		1	Streptococcus pneumoniae
GCF_036323015.1	ASM3632301v1	2025-04-09	Streptococcus pneumoniae		Sep1					GCF_036323015.1-RS_2025_04_09	Complete Genome	2023-08-15		1	Streptococcus pneumoniae
GCF_000210995.1	ASM21099v1	2025-04-09	Streptococcus pneumoniae SPN034156		SNP034156					GCF_000210995.1-RS_2025_04_09	Complete Genome	2010-07-29		1	Streptococcus pneumoniae
GCF_036323375.1	ASM3632337v1	2025-04-08	Streptococcus pneumoniae		21P20					GCF_036323375.1-RS_2025_04_08	Complete Genome	2023-09-08		1	Streptococcus pneumoniae
GCF_022318485.1	ASM2231848v1	2025-04-08	Streptococcus pneumoniae		NP7513					GCF_022318485.1-RS_2025_04_08	Complete Genome	2022-02-17		1	Streptococcus pneumoniae
GCF_022318525.1	ASM2231852v1	2025-04-08	Streptococcus pneumoniae		PT8465					GCF_022318525.1-RS_2025_04_08	Complete Genome	2022-02-17		1	Streptococcus pneumoniae
GCF_036323035.1	ASM3632303v1	2025-04-07	Streptococcus pneumoniae		Sep2					GCF_036323035.1-RS_2025_04_07	Complete Genome	2023-08-15		1	Streptococcus pneumoniae
GCF_017569245.1	ASM1756924v1	2025-04-07	Streptococcus pneumoniae		BVJ1JL					GCF_017569245.1-RS_2025_04_07	Complete Genome	2021-03-23		1	Streptococcus pneumoniae
GCF_022318465.1	ASM2231846v1	2025-04-07	Streptococcus pneumoniae		ND6401					GCF_022318465.1-RS_2025_04_07	Complete Genome	2022-02-17		1	Streptococcus pneumoniae
GCF_019342925.1	ASM1934292v1	2025-08-31	Streptococcus pyogenes		ABC221					GCF_019342925.1-RS_2025_08_31	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019343065.1	ASM1934306v1	2025-08-31	Streptococcus pyogenes		ABC25					GCF_019343065.1-RS_2025_08_31	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019342985.1	ASM1934298v1	2025-08-31	Streptococcus pyogenes		ABC157					GCF_019342985.1-RS_2025_08_31	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019343085.1	ASM1934308v1	2025-08-31	Streptococcus pyogenes		ABC3					GCF_019343085.1-RS_2025_08_31	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019343005.1	ASM1934300v1	2025-08-31	Streptococcus pyogenes		ABC155					GCF_019343005.1-RS_2025_08_31	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019343045.1	ASM1934304v1	2025-08-31	Streptococcus pyogenes		ABC76					GCF_019343045.1-RS_2025_08_31	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019342865.1	ASM1934286v1	2025-08-31	Streptococcus pyogenes		TSPY637					GCF_019342865.1-RS_2025_08_31	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019342905.1	ASM1934290v1	2025-08-30	Streptococcus pyogenes		ABC245					GCF_019342905.1-RS_2025_08_30	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019342945.1	ASM1934294v1	2025-08-30	Streptococcus pyogenes		ABC208					GCF_019342945.1-RS_2025_08_30	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019342885.1	ASM1934288v1	2025-08-30	Streptococcus pyogenes		TSPY515					GCF_019342885.1-RS_2025_08_30	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019343025.1	ASM1934302v1	2025-08-30	Streptococcus pyogenes		ABC122					GCF_019343025.1-RS_2025_08_30	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019342845.1	ASM1934284v1	2025-08-30	Streptococcus pyogenes		TSPY806					GCF_019342845.1-RS_2025_08_30	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019342965.1	ASM1934296v1	2025-08-30	Streptococcus pyogenes		ABC199					GCF_019342965.1-RS_2025_08_30	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_000167435.2	ASM16743v2	2025-08-26	Streptococcus pyogenes		M49 591					GCF_000167435.2-RS_2025_08_26	Complete Genome	2021-07-23		1	Streptococcus pyogenes
GCF_014218015.1	ASM1421801v1	2025-08-18	Streptococcus pyogenes		37-97S					GCF_014218015.1-RS_2025_08_18	Complete Genome	2020-08-17		1	Streptococcus pyogenes
GCF_000230295.1	ASM23029v1	2025-08-18	Streptococcus pyogenes Alab49		Alab49					GCF_000230295.1-RS_2025_08_18	Complete Genome	2011-10-07		1	Streptococcus pyogenes
GCF_051628085.1	ASM5162808v1	2025-07-31	Streptococcus pyogenes		M5					GCF_051628085.1-RS_2025_07_31	Complete Genome	2025-08-01		1	Streptococcus pyogenes
GCF_051530335.1	ASM5153033v1	2025-07-25	Streptococcus pyogenes		MGAS37806					GCF_051530335.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530245.1	ASM5153024v1	2025-07-25	Streptococcus pyogenes		MGAS37816					GCF_051530245.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530365.1	ASM5153036v1	2025-07-25	Streptococcus pyogenes		MGAS37803					GCF_051530365.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530275.1	ASM5153027v1	2025-07-25	Streptococcus pyogenes		MGAS37813					GCF_051530275.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530295.1	ASM5153029v1	2025-07-25	Streptococcus pyogenes		MGAS37810					GCF_051530295.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530375.1	ASM5153037v1	2025-07-25	Streptococcus pyogenes		MGAS37802					GCF_051530375.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530315.1	ASM5153031v1	2025-07-25	Streptococcus pyogenes		MGAS37808					GCF_051530315.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530285.1	ASM5153028v1	2025-07-25	Streptococcus pyogenes		MGAS37812					GCF_051530285.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530305.1	ASM5153030v1	2025-07-25	Streptococcus pyogenes		MGAS37809					GCF_051530305.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530355.1	ASM5153035v1	2025-07-25	Streptococcus pyogenes		MGAS37804					GCF_051530355.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530345.1	ASM5153034v1	2025-07-25	Streptococcus pyogenes		MGAS37805					GCF_051530345.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530255.1	ASM5153025v1	2025-07-25	Streptococcus pyogenes		MGAS37815					GCF_051530255.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530325.1	ASM5153032v1	2025-07-25	Streptococcus pyogenes		MGAS37807					GCF_051530325.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530385.1	ASM5153038v1	2025-07-25	Streptococcus pyogenes		MGAS37800					GCF_051530385.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530265.1	ASM5153026v1	2025-07-25	Streptococcus pyogenes		MGAS37814					GCF_051530265.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_005161605.1	ASM516160v1	2025-07-24	Streptococcus pyogenes		emm22.8					GCF_005161605.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005160925.1	ASM516092v1	2025-07-24	Streptococcus pyogenes		emm55					GCF_005160925.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005161985.1	ASM516198v1	2025-07-24	Streptococcus pyogenes		emm58					GCF_005161985.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005163865.1	ASM516386v1	2025-07-24	Streptococcus pyogenes		emm75.1					GCF_005163865.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005164705.1	ASM516470v1	2025-07-24	Streptococcus pyogenes		emm25					GCF_005164705.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005162245.1	ASM516224v1	2025-07-24	Streptococcus pyogenes		emm97.1					GCF_005162245.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005163565.1	ASM516356v1	2025-07-24	Streptococcus pyogenes		emm11					GCF_005163565.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005161465.1	ASM516146v1	2025-07-24	Streptococcus pyogenes		emm78.3					GCF_005161465.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005164305.1	ASM516430v1	2025-07-24	Streptococcus pyogenes		emm77					GCF_005164305.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005165385.1	ASM516538v1	2025-07-24	Streptococcus pyogenes		emm197					GCF_005165385.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005163085.1	ASM516308v1	2025-07-24	Streptococcus pyogenes		emm123					GCF_005163085.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005164885.1	ASM516488v1	2025-07-24	Streptococcus pyogenes		emm90.5					GCF_005164885.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_004028355.1	ASM402835v1	2025-07-23	Streptococcus pyogenes		CCUG 4207					GCF_004028355.1-RS_2025_07_23	Complete Genome	2019-01-17		1	Streptococcus pyogenes
GCF_013306985.1	ASM1330698v1	2025-07-23	Streptococcus pyogenes		4063-05					GCF_013306985.1-RS_2025_07_23	Complete Genome	2020-06-09		1	Streptococcus pyogenes
GCF_002557755.1	ASM255775v1	2025-07-16	Streptococcus pyogenes		HarveyGAS					GCF_002557755.1-RS_2025_07_16	Complete Genome	2017-10-16		1	Streptococcus pyogenes
GCF_003812645.1	ASM381264v1	2025-07-16	Streptococcus pyogenes		FDAARGOS_534					GCF_003812645.1-RS_2025_07_16	Complete Genome	2018-11-21		1	Streptococcus pyogenes
GCF_000993765.1	ASM99376v1	2025-07-15	Streptococcus pyogenes		AP1					GCF_000993765.1-RS_2025_07_15	Complete Genome	2015-05-07		1	Streptococcus pyogenes
GCF_001021955.1	ASM102195v1	2025-07-15	Streptococcus pyogenes		5448					GCF_001021955.1-RS_2025_07_15	Complete Genome	2015-06-08		1	Streptococcus pyogenes
GCF_019297755.1	ASM1929775v1	2025-08-26	Streptococcus suis		ID41570					GCF_019297755.1-RS_2025_08_26	Complete Genome	2021-07-21		1	Streptococcus suis
GCF_024583035.1	ASM2458303v1	2025-08-22	Streptococcus suis		DNR48					GCF_024583035.1-RS_2025_08_22	Complete Genome	2022-08-07		2	Streptococcus suis
GCF_024582935.1	ASM2458293v1	2025-08-22	Streptococcus suis		M106471_S40					GCF_024582935.1-RS_2025_08_22	Complete Genome	2022-08-07		1	Streptococcus suis
GCF_024583015.1	ASM2458301v1	2025-08-22	Streptococcus suis		DNR43					GCF_024583015.1-RS_2025_08_22	Complete Genome	2022-08-07		2	Streptococcus suis
GCF_024583075.1	ASM2458307v1	2025-08-22	Streptococcus suis		DNC15					GCF_024583075.1-RS_2025_08_22	Complete Genome	2022-08-07		1	Streptococcus suis
GCF_024583115.1	ASM2458311v1	2025-08-22	Streptococcus suis		DNS11					GCF_024583115.1-RS_2025_08_22	Complete Genome	2022-08-07		2	Streptococcus suis
GCF_024582915.1	ASM2458291v1	2025-08-22	Streptococcus suis		DNC49					GCF_024582915.1-RS_2025_08_22	Complete Genome	2022-08-07		1	Streptococcus suis
GCF_024582995.1	ASM2458299v1	2025-08-22	Streptococcus suis		M102942_S11					GCF_024582995.1-RS_2025_08_22	Complete Genome	2022-08-07		2	Streptococcus suis
GCF_024583135.1	ASM2458313v1	2025-08-22	Streptococcus suis		SS15055_N2_C15					GCF_024583135.1-RS_2025_08_22	Complete Genome	2022-08-07		1	Streptococcus suis
GCF_024582955.1	ASM2458295v1	2025-08-18	Streptococcus suis		M104300_S20					GCF_024582955.1-RS_2025_08_18	Complete Genome	2022-08-07		1	Streptococcus suis
GCF_024498155.1	ASM2449815v1	2025-08-14	Streptococcus suis		2018WUSS151					GCF_024498155.1-RS_2025_08_14	Complete Genome	2022-08-01		1	Streptococcus suis
GCF_024220075.1	ASM2422007v1	2025-07-21	Streptococcus suis		1521251					GCF_024220075.1-RS_2025_07_21	Complete Genome	2022-07-12		1	Streptococcus suis
GCF_051425555.1	ASM5142555v1	2025-07-21	Streptococcus suis		SC2022MYS167					GCF_051425555.1-RS_2025_07_21	Complete Genome	2025-07-22		1	Streptococcus suis
GCF_024220115.1	ASM2422011v1	2025-07-21	Streptococcus suis		LSS42					GCF_024220115.1-RS_2025_07_21	Complete Genome	2022-07-12		1	Streptococcus suis
GCF_024220135.1	ASM2422013v1	2025-07-21	Streptococcus suis T15		T15					GCF_024220135.1-RS_2025_07_21	Complete Genome	2022-07-12		3	Streptococcus suis
GCF_900143575.1	LS9N	2025-07-20	Streptococcus suis		LS9N					GCF_900143575.1-RS_2025_07_20	Complete Genome	2016-12-08		1	Streptococcus suis
GCF_024206655.1	ASM2420665v1	2025-07-20	Streptococcus suis		STC83					GCF_024206655.1-RS_2025_07_20	Complete Genome	2022-07-11		2	Streptococcus suis
GCF_024206755.1	ASM2420675v1	2025-07-20	Streptococcus suis		STC104					GCF_024206755.1-RS_2025_07_20	Complete Genome	2022-07-11		2	Streptococcus suis
GCF_024206595.1	ASM2420659v1	2025-07-20	Streptococcus suis		STC78					GCF_024206595.1-RS_2025_07_20	Complete Genome	2022-07-11		2	Streptococcus suis
GCF_024206615.1	ASM2420661v1	2025-07-20	Streptococcus suis		STC80					GCF_024206615.1-RS_2025_07_20	Complete Genome	2022-07-11		2	Streptococcus suis
GCF_024206635.1	ASM2420663v1	2025-07-20	Streptococcus suis		STC84					GCF_024206635.1-RS_2025_07_20	Complete Genome	2022-07-11		2	Streptococcus suis
GCF_024206675.1	ASM2420667v1	2025-07-20	Streptococcus suis		STC81					GCF_024206675.1-RS_2025_07_20	Complete Genome	2022-07-11		2	Streptococcus suis
GCF_024206735.1	ASM2420673v1	2025-07-20	Streptococcus suis		STC85					GCF_024206735.1-RS_2025_07_20	Complete Genome	2022-07-11		2	Streptococcus suis
GCF_024206715.1	ASM2420671v1	2025-07-20	Streptococcus suis		STC86					GCF_024206715.1-RS_2025_07_20	Complete Genome	2022-07-11		2	Streptococcus suis
GCF_002285535.2	ASM228553v2	2025-07-15	Streptococcus suis		SRD478					GCF_002285535.2-RS_2025_07_15	Complete Genome	2025-07-16		5	Streptococcus suis
GCF_018885285.1	ASM1888528v1	2025-07-13	Streptococcus suis		39565					GCF_018885285.1-RS_2025_07_13	Complete Genome	2021-06-15		1	Streptococcus suis
GCF_029203915.2	ASM2920391v2	2025-07-12	Streptococcus suis		3112					GCF_029203915.2-RS_2025_07_12	Complete Genome	2024-02-14		1	Streptococcus suis
GCF_017372155.1	ASM1737215v1	2025-06-05	Streptococcus suis		1112S					GCF_017372155.1-RS_2025_06_05	Complete Genome	2021-03-17		1	Streptococcus suis
GCF_029542385.1	ASM2954238v1	2025-06-02	Streptococcus suis		SS/UPM/MY/F001					GCF_029542385.1-RS_2025_06_02	Complete Genome	2023-04-03		1	Streptococcus suis
GCF_002803825.1	ASM280382v1	2025-06-01	Streptococcus suis		CZ130302					GCF_002803825.1-RS_2025_06_01	Complete Genome	2017-12-04		1	Streptococcus suis
GCF_947096915.1	861160_dxerD_HsdSA	2025-05-16	Streptococcus suis					861160_dxerD_hsdSA		GCF_947096915.1-RS_2025_05_16	Complete Genome	2023-03-30		1	Streptococcus suis
GCF_947097575.1	861160_dxerD_hsdSE	2025-05-16	Streptococcus suis					861160_dxerD_hsdSE		GCF_947097575.1-RS_2025_05_16	Complete Genome	2023-03-30		1	Streptococcus suis
GCF_947098855.1	861160_WT	2025-05-16	Streptococcus suis					861160_WT		GCF_947098855.1-RS_2025_05_16	Complete Genome	2023-03-30		1	Streptococcus suis
GCF_947098765.1	861160_LM_H	2025-05-16	Streptococcus suis					861160_LM_H		GCF_947098765.1-RS_2025_05_16	Complete Genome	2023-03-30		1	Streptococcus suis
GCF_947098835.1	861160_LM_A	2025-05-16	Streptococcus suis					861160_LM_A		GCF_947098835.1-RS_2025_05_16	Complete Genome	2023-03-30		1	Streptococcus suis
GCF_947099305.1	861160_dhsdS	2025-05-16	Streptococcus suis					861160_dhsdS		GCF_947099305.1-RS_2025_05_16	Complete Genome	2023-03-30		1	Streptococcus suis
GCF_004843685.1	ASM484368v1	2025-05-14	Streptococcus suis		WUSS351					GCF_004843685.1-RS_2025_05_14	Complete Genome	2019-04-24		1	Streptococcus suis
GCF_023023005.1	ASM2302300v1	2025-05-08	Streptococcus suis		TJS56					GCF_023023005.1-RS_2025_05_08	Complete Genome	2022-04-18		1	Streptococcus suis
GCF_038650695.1	ASM3865069v1	2025-04-30	Streptococcus suis		Ss2301					GCF_038650695.1-RS_2025_04_30	Complete Genome	2024-05-01		1	Streptococcus suis
GCF_022964955.1	ASM2296495v1	2025-04-28	Streptococcus suis		TJS75					GCF_022964955.1-RS_2025_04_28	Complete Genome	2022-04-13		1	Streptococcus suis
GCF_017309405.1	ASM1730940v1	2025-04-21	Streptococcus suis		SC183					GCF_017309405.1-RS_2025_04_21	Complete Genome	2021-03-09		1	Streptococcus suis
GCF_003352205.1	ASM335220v1	2025-04-21	Streptococcus suis		HA1003					GCF_003352205.1-RS_2025_04_21	Complete Genome	2018-08-01		1	Streptococcus suis
GCF_003285225.1	ASM328522v1	2025-04-21	Streptococcus suis		0061					GCF_003285225.1-RS_2025_04_21	Complete Genome	2018-07-02		1	Streptococcus suis
GCF_003285245.1	ASM328524v1	2025-04-20	Streptococcus suis		1081					GCF_003285245.1-RS_2025_04_20	Complete Genome	2018-07-02		1	Streptococcus suis
GCF_003352225.1	ASM335222v1	2025-04-20	Streptococcus suis		SH1510					GCF_003352225.1-RS_2025_04_20	Complete Genome	2018-08-01		1	Streptococcus suis
GCF_003144175.1	ASM314417v1	2025-04-20	Streptococcus suis		HN105					GCF_003144175.1-RS_2025_04_20	Complete Genome	2018-05-21		2	Streptococcus suis
GCF_000168355.3	ASM16835v3	2025-04-20	Streptococcus suis 05HAS68		05HAS68					GCF_000168355.3-RS_2025_04_20	Complete Genome	2015-05-14		1	Streptococcus suis
GCF_001572685.1	ASM157268v1	2025-04-18	Streptococcus suis		NSUI060					GCF_001572685.1-RS_2025_04_18	Complete Genome	2016-02-25		3	Streptococcus suis
GCF_901543625.1	42685_E01	2025-04-18	Streptococcus suis		NCTC10237					GCF_901543625.1-RS_2025_04_18	Complete Genome	2019-05-17		1	Streptococcus suis
GCF_000091905.1	ASM9190v1	2025-04-18	Streptococcus suis P1/7		P1/7					GCF_000091905.1-RS_2025_04_18	Complete Genome	2009-07-07		1	Streptococcus suis
GCF_024665315.1	ASM2466531v1	2025-08-31	Streptococcus thermophilus		TH-4					GCF_024665315.1-RS_2025_08_31	Complete Genome	2022-08-15		3	Streptococcus thermophilus
GCF_030846755.1	ASM3084675v1	2025-08-20	Streptococcus thermophilus		CICC 20372					GCF_030846755.1-RS_2025_08_20	Complete Genome	2023-08-21		1	Streptococcus thermophilus
GCF_015190465.1	ASM1519046v1	2025-08-18	Streptococcus thermophilus		TK-P3A					GCF_015190465.1-RS_2025_08_18	Complete Genome	2020-11-02		2	Streptococcus thermophilus
GCF_013307285.1	ASM1330728v1	2025-07-23	Streptococcus thermophilus		CS18					GCF_013307285.1-RS_2025_07_23	Complete Genome	2020-06-09		1	Streptococcus thermophilus
GCF_039784265.1	ST1A_assembly	2025-05-24	Streptococcus thermophilus		1A					GCF_039784265.1-RS_2025_05_24	Complete Genome	2024-05-25		2	Streptococcus thermophilus
GCF_039784895.1	ST55_assembly	2025-05-24	Streptococcus thermophilus		ST55					GCF_039784895.1-RS_2025_05_24	Complete Genome	2024-05-25		2	Streptococcus thermophilus
GCF_039784555.1	ST4021_Assembly	2025-05-24	Streptococcus thermophilus		4021					GCF_039784555.1-RS_2025_05_24	Complete Genome	2024-05-25		2	Streptococcus thermophilus
GCF_039784885.1	ST128_assembly	2025-05-24	Streptococcus thermophilus		ST128					GCF_039784885.1-RS_2025_05_24	Complete Genome	2024-05-25		2	Streptococcus thermophilus
GCF_039784985.1	ST4147_assembly	2025-05-24	Streptococcus thermophilus		4147					GCF_039784985.1-RS_2025_05_24	Complete Genome	2024-05-25		2	Streptococcus thermophilus
GCF_039784855.1	STCNRZ1202_assembly	2025-05-24	Streptococcus thermophilus		CNRZ1202					GCF_039784855.1-RS_2025_05_24	Complete Genome	2024-05-25		3	Streptococcus thermophilus
GCF_039784805.1	STAVA116_assembly	2025-05-24	Streptococcus thermophilus		AVA116					GCF_039784805.1-RS_2025_05_24	Complete Genome	2024-05-25		2	Streptococcus thermophilus
GCF_039783285.1	STMM20_assembly	2025-05-23	Streptococcus thermophilus		MM20					GCF_039783285.1-RS_2025_05_23	Complete Genome	2024-05-24		1	Streptococcus thermophilus
GCF_039783105.1	ST90729_Assembly	2025-05-23	Streptococcus thermophilus		90729					GCF_039783105.1-RS_2025_05_23	Complete Genome	2024-05-24		1	Streptococcus thermophilus
GCF_039782795.1	ST90728_Assembly	2025-05-23	Streptococcus thermophilus		90728					GCF_039782795.1-RS_2025_05_23	Complete Genome	2024-05-24		1	Streptococcus thermophilus
GCF_039783225.1	STCNRZ760_assembly	2025-05-23	Streptococcus thermophilus		CNRZ760					GCF_039783225.1-RS_2025_05_23	Complete Genome	2024-05-24		1	Streptococcus thermophilus
