Assembly Accession	Assembly Name	Annotation Release Date	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Species
GCF_016455265.1	ASM1645526v1	2025-04-11	Staphylococcus pseudintermedius		DSP030					GCF_016455265.1-RS_2025_04_11	Complete Genome	2021-01-01		1	Staphylococcus pseudintermedius
GCF_009184785.1	ASM918478v1	2025-04-11	Staphylococcus pseudintermedius		KCTC 43134					GCF_009184785.1-RS_2025_04_11	Complete Genome	2019-10-20		1	Staphylococcus pseudintermedius
GCF_016126735.1	ASM1612673v1	2025-04-11	Staphylococcus pseudintermedius		SP_11304-2A					GCF_016126735.1-RS_2025_04_11	Complete Genome	2020-12-20		1	Staphylococcus pseudintermedius
GCF_016126775.1	ASM1612677v1	2025-04-11	Staphylococcus pseudintermedius		SP_11304-1A					GCF_016126775.1-RS_2025_04_11	Complete Genome	2020-12-20		1	Staphylococcus pseudintermedius
GCF_016455245.1	ASM1645524v1	2025-04-11	Staphylococcus pseudintermedius		HSP125					GCF_016455245.1-RS_2025_04_11	Complete Genome	2021-01-01		1	Staphylococcus pseudintermedius
GCF_016455025.1	ASM1645502v1	2025-04-11	Staphylococcus pseudintermedius		DSP034					GCF_016455025.1-RS_2025_04_11	Complete Genome	2021-01-01		1	Staphylococcus pseudintermedius
GCF_016126695.1	ASM1612669v1	2025-04-11	Staphylococcus pseudintermedius		SP_11306-4A					GCF_016126695.1-RS_2025_04_11	Complete Genome	2020-12-20		1	Staphylococcus pseudintermedius
GCF_016455005.1	ASM1645500v1	2025-04-11	Staphylococcus pseudintermedius		HSP118					GCF_016455005.1-RS_2025_04_11	Complete Genome	2021-01-01		1	Staphylococcus pseudintermedius
GCF_004001305.1	ASM400130v1	2025-04-11	Staphylococcus pseudintermedius		SP79					GCF_004001305.1-RS_2025_04_11	Complete Genome	2018-12-20		1	Staphylococcus pseudintermedius
GCF_016126715.1	ASM1612671v1	2025-04-10	Staphylococcus pseudintermedius		SP_11304-3A					GCF_016126715.1-RS_2025_04_10	Complete Genome	2020-12-20		3	Staphylococcus pseudintermedius
GCF_002950775.1	ASM295077v1	2025-04-10	Staphylococcus pseudintermedius		5912					GCF_002950775.1-RS_2025_04_10	Complete Genome	2017-08-02		2	Staphylococcus pseudintermedius
GCF_016026635.1	ASM1602663v1	2025-04-06	Staphylococcus pseudintermedius		FDAARGOS_930					GCF_016026635.1-RS_2025_04_06	Complete Genome	2020-12-14		1	Staphylococcus pseudintermedius
GCF_007833715.1	ASM783371v1	2025-04-01	Staphylococcus pseudintermedius		AI14					GCF_007833715.1-RS_2025_04_01	Complete Genome	2019-08-05		1	Staphylococcus pseudintermedius
GCF_000189495.1	ASM18949v1	2025-04-01	Staphylococcus pseudintermedius ED99		ED99					GCF_000189495.1-RS_2025_04_01	Complete Genome	2011-02-16		1	Staphylococcus pseudintermedius
GCF_052343385.1	ASM5234338v1	2025-08-30	Streptococcus agalactiae		Sag58					GCF_052343385.1-RS_2025_08_30	Complete Genome	2025-08-31		1	Streptococcus agalactiae
GCF_052343525.1	ASM5234352v1	2025-08-30	Streptococcus agalactiae		Sag-G044					GCF_052343525.1-RS_2025_08_30	Complete Genome	2025-08-31		1	Streptococcus agalactiae
GCF_052343195.1	ASM5234319v1	2025-08-30	Streptococcus agalactiae		Sag28					GCF_052343195.1-RS_2025_08_30	Complete Genome	2025-08-31		1	Streptococcus agalactiae
GCF_052343785.1	ASM5234378v1	2025-08-30	Streptococcus agalactiae		Sag-ZDN16					GCF_052343785.1-RS_2025_08_30	Complete Genome	2025-08-31		1	Streptococcus agalactiae
GCF_052344085.1	ASM5234408v1	2025-08-30	Streptococcus agalactiae		Sag-ZDN19					GCF_052344085.1-RS_2025_08_30	Complete Genome	2025-08-31		1	Streptococcus agalactiae
GCF_052343185.1	ASM5234318v1	2025-08-30	Streptococcus agalactiae		Sag149					GCF_052343185.1-RS_2025_08_30	Complete Genome	2025-08-31		1	Streptococcus agalactiae
GCF_052343795.1	ASM5234379v1	2025-08-30	Streptococcus agalactiae		Sag-HS21-263					GCF_052343795.1-RS_2025_08_30	Complete Genome	2025-08-31		1	Streptococcus agalactiae
GCF_052343535.1	ASM5234353v1	2025-08-30	Streptococcus agalactiae		Sag-G052					GCF_052343535.1-RS_2025_08_30	Complete Genome	2025-08-31		1	Streptococcus agalactiae
GCF_052343055.1	ASM5234305v1	2025-08-30	Streptococcus agalactiae		Sag105					GCF_052343055.1-RS_2025_08_30	Complete Genome	2025-08-31		1	Streptococcus agalactiae
GCF_052343395.1	ASM5234339v1	2025-08-30	Streptococcus agalactiae		Sag56					GCF_052343395.1-RS_2025_08_30	Complete Genome	2025-08-31		1	Streptococcus agalactiae
GCF_013414325.1	ASM1341432v1	2025-08-23	Streptococcus agalactiae		S9968					GCF_013414325.1-RS_2025_08_23	Complete Genome	2020-07-14		1	Streptococcus agalactiae
GCF_031202875.1	ASM3120287v1	2025-08-18	Streptococcus agalactiae		BCJB4361					GCF_031202875.1-RS_2025_08_18	Complete Genome	2023-09-06		1	Streptococcus agalactiae
GCF_051546165.1	ASM5154616v1	2025-07-28	Streptococcus agalactiae		RAOG665					GCF_051546165.1-RS_2025_07_28	Complete Genome	2025-07-29		1	Streptococcus agalactiae
GCF_051546175.1	ASM5154617v1	2025-07-28	Streptococcus agalactiae		RAOG664					GCF_051546175.1-RS_2025_07_28	Complete Genome	2025-07-29		1	Streptococcus agalactiae
GCF_051546185.1	ASM5154618v1	2025-07-28	Streptococcus agalactiae		RAOG663					GCF_051546185.1-RS_2025_07_28	Complete Genome	2025-07-29		1	Streptococcus agalactiae
GCF_051546195.1	ASM5154619v1	2025-07-28	Streptococcus agalactiae		RAOG662					GCF_051546195.1-RS_2025_07_28	Complete Genome	2025-07-29		1	Streptococcus agalactiae
GCF_051546205.1	ASM5154620v1	2025-07-28	Streptococcus agalactiae		RAOG640					GCF_051546205.1-RS_2025_07_28	Complete Genome	2025-07-29		1	Streptococcus agalactiae
GCF_001729925.2	ASM172992v2	2025-07-24	Streptococcus agalactiae		WC1535					GCF_001729925.2-RS_2025_07_24	Complete Genome	2019-02-01		1	Streptococcus agalactiae
GCF_009930895.1	ASM993089v1	2025-07-23	Streptococcus agalactiae		YZ1605					GCF_009930895.1-RS_2025_07_23	Complete Genome	2020-01-27		2	Streptococcus agalactiae
GCF_013000945.1	ASM1300094v1	2025-07-23	Streptococcus agalactiae		01173					GCF_013000945.1-RS_2025_07_23	Complete Genome	2020-05-09		1	Streptococcus agalactiae
GCF_030489725.1	ASM3048972v1	2025-07-16	Streptococcus agalactiae		NEM316					GCF_030489725.1-RS_2025_07_16	Complete Genome	2023-07-17		1	Streptococcus agalactiae
GCF_002289205.1	ASM228920v1	2025-07-16	Streptococcus agalactiae		874391					GCF_002289205.1-RS_2025_07_16	Complete Genome	2017-09-11		1	Streptococcus agalactiae
GCF_002214425.1	ASM221442v1	2025-07-16	Streptococcus agalactiae		C001					GCF_002214425.1-RS_2025_07_16	Complete Genome	2017-07-05		1	Streptococcus agalactiae
GCF_030489705.1	ASM3048970v1	2025-07-16	Streptococcus agalactiae COH1		COH1					GCF_030489705.1-RS_2025_07_16	Complete Genome	2023-07-17		1	Streptococcus agalactiae
GCF_003812805.1	ASM381280v1	2025-07-13	Streptococcus agalactiae		FDAARGOS_512					GCF_003812805.1-RS_2025_07_13	Complete Genome	2018-11-21		1	Streptococcus agalactiae
GCF_949787645.1	23220_1_50_h_nanopore	2025-06-27	Streptococcus agalactiae					MRI Z2-329		GCF_949787645.1-RS_2025_06_27	Complete Genome	2023-06-27		1	Streptococcus agalactiae
GCF_051044185.1	ASM5104418v1	2025-06-25	Streptococcus agalactiae		MA12					GCF_051044185.1-RS_2025_06_25	Complete Genome	2025-06-26		1	Streptococcus agalactiae
GCF_051045085.1	ASM5104508v1	2025-06-25	Streptococcus agalactiae		986					GCF_051045085.1-RS_2025_06_25	Complete Genome	2025-06-26		1	Streptococcus agalactiae
GCF_051045055.1	ASM5104505v1	2025-06-25	Streptococcus agalactiae		782					GCF_051045055.1-RS_2025_06_25	Complete Genome	2025-06-26		1	Streptococcus agalactiae
GCF_051044175.1	ASM5104417v1	2025-06-25	Streptococcus agalactiae		765					GCF_051044175.1-RS_2025_06_25	Complete Genome	2025-06-26		1	Streptococcus agalactiae
GCF_029625275.1	ASM2962527v1	2025-06-24	Streptococcus agalactiae		S1					GCF_029625275.1-RS_2025_06_24	Complete Genome	2023-04-09		1	Streptococcus agalactiae
GCF_029625255.1	ASM2962525v1	2025-06-24	Streptococcus agalactiae		S5					GCF_029625255.1-RS_2025_06_24	Complete Genome	2023-04-09		1	Streptococcus agalactiae
GCF_030323365.1	ASM3032336v1	2025-06-22	Streptococcus agalactiae		GBSIR0001					GCF_030323365.1-RS_2025_06_22	Complete Genome	2023-06-22		1	Streptococcus agalactiae
GCF_000831145.1	ASM83114v1	2025-06-10	Streptococcus agalactiae		GBS1-NY					GCF_000831145.1-RS_2025_06_10	Complete Genome	2014-08-21		1	Streptococcus agalactiae
GCF_000831105.1	ASM83110v1	2025-06-10	Streptococcus agalactiae		GBS6					GCF_000831105.1-RS_2025_06_10	Complete Genome	2014-08-21		1	Streptococcus agalactiae
GCF_000831125.1	ASM83112v1	2025-06-10	Streptococcus agalactiae		GBS2-NM					GCF_000831125.1-RS_2025_06_10	Complete Genome	2014-08-21		1	Streptococcus agalactiae
GCF_002197265.1	ASM219726v1	2025-05-26	Streptococcus agalactiae		SG-M158					GCF_002197265.1-RS_2025_05_26	Complete Genome	2017-06-16		1	Streptococcus agalactiae
GCF_002197385.1	ASM219738v1	2025-05-26	Streptococcus agalactiae		SG-M4					GCF_002197385.1-RS_2025_05_26	Complete Genome	2017-06-16		1	Streptococcus agalactiae
GCF_030078395.1	ASM3007839v1	2025-05-25	Streptococcus agalactiae		A909 Cas9 AEKOrevertant					GCF_030078395.1-RS_2025_05_25	Complete Genome	2023-05-25		1	Streptococcus agalactiae
GCF_030078275.1	ASM3007827v1	2025-05-25	Streptococcus agalactiae		A909 sCas9revertant					GCF_030078275.1-RS_2025_05_25	Complete Genome	2023-05-25		1	Streptococcus agalactiae
GCF_030078255.1	ASM3007825v1	2025-05-25	Streptococcus agalactiae		A909 sCas9					GCF_030078255.1-RS_2025_05_25	Complete Genome	2023-05-25		1	Streptococcus agalactiae
GCF_030078415.1	ASM3007841v1	2025-05-25	Streptococcus agalactiae		A909 Cas9 AEKO					GCF_030078415.1-RS_2025_05_25	Complete Genome	2023-05-25		1	Streptococcus agalactiae
GCF_030078335.1	ASM3007833v1	2025-05-25	Streptococcus agalactiae		A909 dCas9					GCF_030078335.1-RS_2025_05_25	Complete Genome	2023-05-25		1	Streptococcus agalactiae
GCF_030078315.1	ASM3007831v1	2025-05-25	Streptococcus agalactiae		CNCTC 10/84 sCas9revertant					GCF_030078315.1-RS_2025_05_25	Complete Genome	2023-05-25		1	Streptococcus agalactiae
GCF_030078295.1	ASM3007829v1	2025-05-25	Streptococcus agalactiae		CNCTC 10/84 sCas9					GCF_030078295.1-RS_2025_05_25	Complete Genome	2023-05-25		1	Streptococcus agalactiae
GCF_030078355.1	ASM3007835v1	2025-05-25	Streptococcus agalactiae		CNCTC 10/84 Cas9 AEKOrevertant					GCF_030078355.1-RS_2025_05_25	Complete Genome	2023-05-25		1	Streptococcus agalactiae
GCF_030078235.1	ASM3007823v1	2025-05-25	Streptococcus agalactiae		CNCTC 10/84 dCas9					GCF_030078235.1-RS_2025_05_25	Complete Genome	2023-05-25		1	Streptococcus agalactiae
GCF_030078375.1	ASM3007837v1	2025-05-25	Streptococcus agalactiae		CNCTC 10/84 Cas9 AEKO					GCF_030078375.1-RS_2025_05_25	Complete Genome	2023-05-25		1	Streptococcus agalactiae
GCF_951392265.1	23495_7_339_h_nanopore	2025-05-24	Streptococcus agalactiae					MRI Z2-270		GCF_951392265.1-RS_2025_05_24	Complete Genome	2023-05-12		1	Streptococcus agalactiae
GCF_949789875.1	23495_7_287_h_nanopore	2025-05-23	Streptococcus agalactiae					MRI Z2-299		GCF_949789875.1-RS_2025_05_23	Complete Genome	2023-04-08		3	Streptococcus agalactiae
GCF_024703115.1	ASM2470311v1	2025-08-31	Streptococcus pneumoniae		D39Mega17545					GCF_024703115.1-RS_2025_08_31	Complete Genome	2022-08-16		1	Streptococcus pneumoniae
GCF_033096245.1	ASM3309624v1	2025-08-18	Streptococcus pneumoniae		PZ900700097					GCF_033096245.1-RS_2025_08_18	Complete Genome	2023-07-01		1	Streptococcus pneumoniae
GCF_033152795.1	ASM3315279v1	2025-08-18	Streptococcus pneumoniae		20614-6					GCF_033152795.1-RS_2025_08_18	Complete Genome	2023-10-31		1	Streptococcus pneumoniae
GCF_033100055.1	ASM3310005v1	2025-08-18	Streptococcus pneumoniae		ST62					GCF_033100055.1-RS_2025_08_18	Complete Genome	2023-10-29		1	Streptococcus pneumoniae
GCF_002947575.1	ASM294757v1	2025-07-23	Streptococcus pneumoniae		endophthalmitis			335		GCF_002947575.1-RS_2025_07_23	Complete Genome	2018-02-15		1	Streptococcus pneumoniae
GCF_011694695.1	ASM1169469v1	2025-07-23	Streptococcus pneumoniae		PZ900701590					GCF_011694695.1-RS_2025_07_23	Complete Genome	2020-03-24		2	Streptococcus pneumoniae
GCF_001095405.2	7553_6#2	2025-07-13	Streptococcus pneumoniae		PT8105			2RLC4		GCF_001095405.2-RS_2025_07_13	Complete Genome	2022-07-24		1	Streptococcus pneumoniae
GCF_051294885.1	ASM5129488v1	2025-07-10	Streptococcus pneumoniae		LV2022					GCF_051294885.1-RS_2025_07_10	Complete Genome	2025-07-11		2	Streptococcus pneumoniae
GCF_024089355.1	ASM2408935v1	2025-07-07	Streptococcus pneumoniae		SN75752					GCF_024089355.1-RS_2025_07_07	Complete Genome	2022-06-30		1	Streptococcus pneumoniae
GCF_024089335.1	ASM2408933v1	2025-07-07	Streptococcus pneumoniae TIGR4		TIGR4					GCF_024089335.1-RS_2025_07_07	Complete Genome	2022-06-30		1	Streptococcus pneumoniae
GCF_051132495.1	ASM5113249v1	2025-06-29	Streptococcus pneumoniae		K1544					GCF_051132495.1-RS_2025_06_29	Complete Genome	2025-06-30		1	Streptococcus pneumoniae
GCF_051132475.1	ASM5113247v1	2025-06-29	Streptococcus pneumoniae					K1544_delta_cps		GCF_051132475.1-RS_2025_06_29	Complete Genome	2025-06-30		1	Streptococcus pneumoniae
GCF_018336875.1	ASM1833687v1	2025-05-22	Streptococcus pneumoniae		D39_P0					GCF_018336875.1-RS_2025_05_22	Complete Genome	2021-05-11		1	Streptococcus pneumoniae
GCF_002813535.1	ASM281353v1	2025-05-17	Streptococcus pneumoniae		BHN97x					GCF_002813535.1-RS_2025_05_17	Complete Genome	2017-12-07		1	Streptococcus pneumoniae
GCF_030028375.1	ASM3002837v1	2025-05-17	Streptococcus pneumoniae		105_Kz					GCF_030028375.1-RS_2025_05_17	Complete Genome	2023-05-17		1	Streptococcus pneumoniae
GCF_027943805.1	ASM2794380v1	2025-05-11	Streptococcus pneumoniae		PZ900701057					GCF_027943805.1-RS_2025_05_11	Complete Genome	2023-01-12		1	Streptococcus pneumoniae
GCF_027943845.1	ASM2794384v1	2025-05-11	Streptococcus pneumoniae		PZ900700204					GCF_027943845.1-RS_2025_05_11	Complete Genome	2023-01-12		1	Streptococcus pneumoniae
GCF_027943785.1	ASM2794378v1	2025-05-11	Streptococcus pneumoniae		PZ900700792					GCF_027943785.1-RS_2025_05_11	Complete Genome	2023-01-12		1	Streptococcus pneumoniae
GCF_027943825.1	ASM2794382v1	2025-05-11	Streptococcus pneumoniae		Utah_35B-24					GCF_027943825.1-RS_2025_05_11	Complete Genome	2023-01-12		1	Streptococcus pneumoniae
GCF_027943765.1	ASM2794376v1	2025-05-11	Streptococcus pneumoniae		PZ900700617					GCF_027943765.1-RS_2025_05_11	Complete Genome	2023-01-12		1	Streptococcus pneumoniae
GCF_013047165.1	ASM1304716v1	2025-04-24	Streptococcus pneumoniae		6A-10					GCF_013047165.1-RS_2025_04_24	Complete Genome	2020-05-12		1	Streptococcus pneumoniae
GCF_022558605.1	ASM2255860v1	2025-04-24	Streptococcus pneumoniae		PZ900700608					GCF_022558605.1-RS_2025_04_24	Complete Genome	2022-03-14		1	Streptococcus pneumoniae
GCF_038431785.1	ASM3843178v1	2025-04-24	Streptococcus pneumoniae		2006C08-243					GCF_038431785.1-RS_2025_04_24	Complete Genome	2024-04-25		1	Streptococcus pneumoniae
GCF_000019265.1	ASM1926v1	2025-04-24	Streptococcus pneumoniae Hungary19A-6		Hungary19A-6					GCF_000019265.1-RS_2025_04_24	Complete Genome	2008-02-27		1	Streptococcus pneumoniae
GCF_000211015.1	ASM21101v1	2025-04-24	Streptococcus pneumoniae SPN034183		SNP034183					GCF_000211015.1-RS_2025_04_24	Complete Genome	2010-07-29		1	Streptococcus pneumoniae
GCF_038431755.1	ASM3843175v1	2025-04-23	Streptococcus pneumoniae		2008C09-280					GCF_038431755.1-RS_2025_04_23	Complete Genome	2024-04-24		1	Streptococcus pneumoniae
GCF_038431715.1	ASM3843171v1	2025-04-23	Streptococcus pneumoniae		2014S11-203					GCF_038431715.1-RS_2025_04_23	Complete Genome	2024-04-24		1	Streptococcus pneumoniae
GCF_038431325.1	ASM3843132v1	2025-04-23	Streptococcus pneumoniae		2018N21-288					GCF_038431325.1-RS_2025_04_23	Complete Genome	2024-04-24		1	Streptococcus pneumoniae
GCF_038431725.1	ASM3843172v1	2025-04-23	Streptococcus pneumoniae		2014C08-275					GCF_038431725.1-RS_2025_04_23	Complete Genome	2024-04-24		1	Streptococcus pneumoniae
GCF_000006885.1	ASM688v1	2025-04-23	Streptococcus pneumoniae TIGR4		TIGR4; ATCC BAA-334					GCF_000006885.1-RS_2025_04_23	Complete Genome	2008-07-11		1	Streptococcus pneumoniae
GCF_041937155.1	20234287	2025-04-20	Streptococcus pneumoniae		20234287					GCF_041937155.1-RS_2025_04_20	Complete Genome	2024-09-17		1	Streptococcus pneumoniae
GCF_041937145.1	20155336	2025-04-20	Streptococcus pneumoniae		20155336					GCF_041937145.1-RS_2025_04_20	Complete Genome	2024-09-17		1	Streptococcus pneumoniae
GCF_041937135.1	20234295	2025-04-20	Streptococcus pneumoniae		20234295					GCF_041937135.1-RS_2025_04_20	Complete Genome	2024-09-17		1	Streptococcus pneumoniae
GCF_036322955.1	ASM3632295v1	2025-04-17	Streptococcus pneumoniae		Pne2					GCF_036322955.1-RS_2025_04_17	Complete Genome	2023-08-15		1	Streptococcus pneumoniae
GCF_015839035.1	ASM1583903v1	2025-04-16	Streptococcus pneumoniae		475					GCF_015839035.1-RS_2025_04_16	Complete Genome	2020-12-08		1	Streptococcus pneumoniae
GCF_003351705.1	ASM335170v1	2025-04-16	Streptococcus pneumoniae		M26365					GCF_003351705.1-RS_2025_04_16	Complete Genome	2018-08-01		1	Streptococcus pneumoniae
GCF_002843545.1	ASM284354v1	2025-04-15	Streptococcus pneumoniae		Xen35					GCF_002843545.1-RS_2025_04_15	Complete Genome	2017-12-17		1	Streptococcus pneumoniae
GCF_036323055.1	ASM3632305v1	2025-04-10	Streptococcus pneumoniae		Sep3					GCF_036323055.1-RS_2025_04_10	Complete Genome	2023-08-15		1	Streptococcus pneumoniae
GCF_022318545.1	ASM2231854v1	2025-04-10	Streptococcus pneumoniae		CH2439					GCF_022318545.1-RS_2025_04_10	Complete Genome	2022-02-17		1	Streptococcus pneumoniae
GCF_022318385.1	ASM2231838v1	2025-04-10	Streptococcus pneumoniae		BR1268					GCF_022318385.1-RS_2025_04_10	Complete Genome	2022-02-17		1	Streptococcus pneumoniae
GCF_020177465.2	SP_HAC_39	2025-04-09	Streptococcus pneumoniae		HAC 39-1996					GCF_020177465.2-RS_2025_04_09	Complete Genome	2024-04-05		1	Streptococcus pneumoniae
GCF_003351525.1	ASM335152v1	2025-04-09	Streptococcus pneumoniae		M23734					GCF_003351525.1-RS_2025_04_09	Complete Genome	2018-08-01		1	Streptococcus pneumoniae
GCF_036323015.1	ASM3632301v1	2025-04-09	Streptococcus pneumoniae		Sep1					GCF_036323015.1-RS_2025_04_09	Complete Genome	2023-08-15		1	Streptococcus pneumoniae
GCF_000210995.1	ASM21099v1	2025-04-09	Streptococcus pneumoniae SPN034156		SNP034156					GCF_000210995.1-RS_2025_04_09	Complete Genome	2010-07-29		1	Streptococcus pneumoniae
GCF_036323375.1	ASM3632337v1	2025-04-08	Streptococcus pneumoniae		21P20					GCF_036323375.1-RS_2025_04_08	Complete Genome	2023-09-08		1	Streptococcus pneumoniae
GCF_022318485.1	ASM2231848v1	2025-04-08	Streptococcus pneumoniae		NP7513					GCF_022318485.1-RS_2025_04_08	Complete Genome	2022-02-17		1	Streptococcus pneumoniae
GCF_022318525.1	ASM2231852v1	2025-04-08	Streptococcus pneumoniae		PT8465					GCF_022318525.1-RS_2025_04_08	Complete Genome	2022-02-17		1	Streptococcus pneumoniae
GCF_036323035.1	ASM3632303v1	2025-04-07	Streptococcus pneumoniae		Sep2					GCF_036323035.1-RS_2025_04_07	Complete Genome	2023-08-15		1	Streptococcus pneumoniae
GCF_017569245.1	ASM1756924v1	2025-04-07	Streptococcus pneumoniae		BVJ1JL					GCF_017569245.1-RS_2025_04_07	Complete Genome	2021-03-23		1	Streptococcus pneumoniae
GCF_022318465.1	ASM2231846v1	2025-04-07	Streptococcus pneumoniae		ND6401					GCF_022318465.1-RS_2025_04_07	Complete Genome	2022-02-17		1	Streptococcus pneumoniae
GCF_019342925.1	ASM1934292v1	2025-08-31	Streptococcus pyogenes		ABC221					GCF_019342925.1-RS_2025_08_31	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019343065.1	ASM1934306v1	2025-08-31	Streptococcus pyogenes		ABC25					GCF_019343065.1-RS_2025_08_31	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019342985.1	ASM1934298v1	2025-08-31	Streptococcus pyogenes		ABC157					GCF_019342985.1-RS_2025_08_31	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019343085.1	ASM1934308v1	2025-08-31	Streptococcus pyogenes		ABC3					GCF_019343085.1-RS_2025_08_31	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019343005.1	ASM1934300v1	2025-08-31	Streptococcus pyogenes		ABC155					GCF_019343005.1-RS_2025_08_31	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019343045.1	ASM1934304v1	2025-08-31	Streptococcus pyogenes		ABC76					GCF_019343045.1-RS_2025_08_31	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019342865.1	ASM1934286v1	2025-08-31	Streptococcus pyogenes		TSPY637					GCF_019342865.1-RS_2025_08_31	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019342905.1	ASM1934290v1	2025-08-30	Streptococcus pyogenes		ABC245					GCF_019342905.1-RS_2025_08_30	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019342945.1	ASM1934294v1	2025-08-30	Streptococcus pyogenes		ABC208					GCF_019342945.1-RS_2025_08_30	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019342885.1	ASM1934288v1	2025-08-30	Streptococcus pyogenes		TSPY515					GCF_019342885.1-RS_2025_08_30	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019343025.1	ASM1934302v1	2025-08-30	Streptococcus pyogenes		ABC122					GCF_019343025.1-RS_2025_08_30	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019342845.1	ASM1934284v1	2025-08-30	Streptococcus pyogenes		TSPY806					GCF_019342845.1-RS_2025_08_30	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_019342965.1	ASM1934296v1	2025-08-30	Streptococcus pyogenes		ABC199					GCF_019342965.1-RS_2025_08_30	Complete Genome	2021-07-26		1	Streptococcus pyogenes
GCF_000167435.2	ASM16743v2	2025-08-26	Streptococcus pyogenes		M49 591					GCF_000167435.2-RS_2025_08_26	Complete Genome	2021-07-23		1	Streptococcus pyogenes
GCF_014218015.1	ASM1421801v1	2025-08-18	Streptococcus pyogenes		37-97S					GCF_014218015.1-RS_2025_08_18	Complete Genome	2020-08-17		1	Streptococcus pyogenes
GCF_000230295.1	ASM23029v1	2025-08-18	Streptococcus pyogenes Alab49		Alab49					GCF_000230295.1-RS_2025_08_18	Complete Genome	2011-10-07		1	Streptococcus pyogenes
GCF_051628085.1	ASM5162808v1	2025-07-31	Streptococcus pyogenes		M5					GCF_051628085.1-RS_2025_07_31	Complete Genome	2025-08-01		1	Streptococcus pyogenes
GCF_051530335.1	ASM5153033v1	2025-07-25	Streptococcus pyogenes		MGAS37806					GCF_051530335.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530245.1	ASM5153024v1	2025-07-25	Streptococcus pyogenes		MGAS37816					GCF_051530245.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530365.1	ASM5153036v1	2025-07-25	Streptococcus pyogenes		MGAS37803					GCF_051530365.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530275.1	ASM5153027v1	2025-07-25	Streptococcus pyogenes		MGAS37813					GCF_051530275.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530295.1	ASM5153029v1	2025-07-25	Streptococcus pyogenes		MGAS37810					GCF_051530295.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530375.1	ASM5153037v1	2025-07-25	Streptococcus pyogenes		MGAS37802					GCF_051530375.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530315.1	ASM5153031v1	2025-07-25	Streptococcus pyogenes		MGAS37808					GCF_051530315.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530285.1	ASM5153028v1	2025-07-25	Streptococcus pyogenes		MGAS37812					GCF_051530285.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530305.1	ASM5153030v1	2025-07-25	Streptococcus pyogenes		MGAS37809					GCF_051530305.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530355.1	ASM5153035v1	2025-07-25	Streptococcus pyogenes		MGAS37804					GCF_051530355.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530345.1	ASM5153034v1	2025-07-25	Streptococcus pyogenes		MGAS37805					GCF_051530345.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530255.1	ASM5153025v1	2025-07-25	Streptococcus pyogenes		MGAS37815					GCF_051530255.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530325.1	ASM5153032v1	2025-07-25	Streptococcus pyogenes		MGAS37807					GCF_051530325.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530385.1	ASM5153038v1	2025-07-25	Streptococcus pyogenes		MGAS37800					GCF_051530385.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_051530265.1	ASM5153026v1	2025-07-25	Streptococcus pyogenes		MGAS37814					GCF_051530265.1-RS_2025_07_25	Complete Genome	2025-07-29		1	Streptococcus pyogenes
GCF_005161605.1	ASM516160v1	2025-07-24	Streptococcus pyogenes		emm22.8					GCF_005161605.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
